From	To	Species	Gene Name
9295	Q6PJB9_HUMAN	Homo sapiens	splicing factor, arginine/serine-rich 11
9295	Q5T760_HUMAN	Homo sapiens	splicing factor, arginine/serine-rich 11
9295	Q8NI74_HUMAN	Homo sapiens	splicing factor, arginine/serine-rich 11
9295	Q8IWE6_HUMAN	Homo sapiens	splicing factor, arginine/serine-rich 11
9295	Q6PJY9_HUMAN	Homo sapiens	splicing factor, arginine/serine-rich 11
9295	Q05BU6_HUMAN	Homo sapiens	splicing factor, arginine/serine-rich 11
3788	KCNS2_HUMAN	Homo sapiens	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2
93986	Q0PRL4_HUMAN	Homo sapiens	forkhead box P2
93986	FOXP2_HUMAN	Homo sapiens	forkhead box P2
93986	Q8NFT3_HUMAN	Homo sapiens	forkhead box P2
93986	Q68DX8_HUMAN	Homo sapiens	forkhead box P2
93986	A4D0U8_HUMAN	Homo sapiens	forkhead box P2
93986	Q8N6B6_HUMAN	Homo sapiens	forkhead box P2
93986	Q8N6B5_HUMAN	Homo sapiens	forkhead box P2
93986	A0AUV6_HUMAN	Homo sapiens	forkhead box P2
3784	Q96AI9_HUMAN	Homo sapiens	potassium voltage-gated channel, KQT-like subfamily, member 1
3784	KCNQ1_HUMAN	Homo sapiens	potassium voltage-gated channel, KQT-like subfamily, member 1
3784	Q14D14_HUMAN	Homo sapiens	potassium voltage-gated channel, KQT-like subfamily, member 1
3785	KCNQ2_HUMAN	Homo sapiens	potassium voltage-gated channel, KQT-like subfamily, member 2
3785	Q6UXV8_HUMAN	Homo sapiens	potassium voltage-gated channel, KQT-like subfamily, member 2
3785	Q53Y30_HUMAN	Homo sapiens	potassium voltage-gated channel, KQT-like subfamily, member 2
120400	FA55A_HUMAN	Homo sapiens	family with sequence similarity 55, member A
3786	KCNQ3_HUMAN	Homo sapiens	potassium voltage-gated channel, KQT-like subfamily, member 3
3786	Q59H69_HUMAN	Homo sapiens	potassium voltage-gated channel, KQT-like subfamily, member 3
138716	CI023_HUMAN	Homo sapiens	chromosome 9 open reading frame 23
3787	A2RUL8_HUMAN	Homo sapiens	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1
3787	KCNS1_HUMAN	Homo sapiens	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1
9266	Q59F87_HUMAN	Homo sapiens	cytohesin 2
9266	CYH2_HUMAN	Homo sapiens	cytohesin 2
9267	CYH1_HUMAN	Homo sapiens	cytohesin 1
9261	MAPK2_HUMAN	Homo sapiens	mitogen-activated protein kinase-activated protein kinase 2
139886	SPIN4_HUMAN	Homo sapiens	spindlin family, member 4
3761	IRK4_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 4
3761	Q58F07_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 4
3760	Q53R59_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 3
3760	IRK3_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 3
9260	PDLI7_HUMAN	Homo sapiens	PDZ and LIM domain 7 (enigma)
345275	DHB13_HUMAN	Homo sapiens	hydroxysteroid (17-beta) dehydrogenase 13
3753	Q6FHJ6_HUMAN	Homo sapiens	potassium voltage-gated channel, Isk-related family, member 1
3753	Q5DI96_HUMAN	Homo sapiens	potassium voltage-gated channel, Isk-related family, member 1
3753	KCNE1_HUMAN	Homo sapiens	potassium voltage-gated channel, Isk-related family, member 1
3753	C7S316_HUMAN	Homo sapiens	potassium voltage-gated channel, Isk-related family, member 1
3751	Q75LS7_HUMAN	Homo sapiens	potassium voltage-gated channel, Shal-related subfamily, member 2
3751	KCND2_HUMAN	Homo sapiens	potassium voltage-gated channel, Shal-related subfamily, member 2
3751	A4D0V9_HUMAN	Homo sapiens	potassium voltage-gated channel, Shal-related subfamily, member 2
3752	Q14D71_HUMAN	Homo sapiens	potassium voltage-gated channel, Shal-related subfamily, member 3
3752	KCND3_HUMAN	Homo sapiens	potassium voltage-gated channel, Shal-related subfamily, member 3
3757	Q6U279_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 2
3757	KCNH2_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 2
3757	Q75MK8_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 2
3757	Q86U57_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 2
3757	Q15BH2_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 2
3757	Q45QN4_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 2
3757	Q6U283_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 2
3757	Q45QN5_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 2
3757	Q6U287_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 2
3757	Q75MK9_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 2
3757	Q708S9_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 2
3755	KCNG1_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily G, member 1
3755	Q86Y85_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily G, member 1
3755	Q5JXL5_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily G, member 1
3755	Q5JXL4_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily G, member 1
3756	KCNH1_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 1
3756	Q14CL3_HUMAN	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 1
3759	IRK2_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 2
9278	ZBT22_HUMAN	Homo sapiens	zinc finger and BTB domain containing 22
9276	COPB2_HUMAN	Homo sapiens	coatomer protein complex, subunit beta 2 (beta prime)
9277	A8K806_HUMAN	Homo sapiens	WD repeat domain 46
9277	WDR46_HUMAN	Homo sapiens	WD repeat domain 46
9277	B4DP15_HUMAN	Homo sapiens	WD repeat domain 46
9277	Q5HYZ1_HUMAN	Homo sapiens	WD repeat domain 46
9274	BCL7C_HUMAN	Homo sapiens	B-cell CLL/lymphoma 7C
9275	BCL7B_HUMAN	Homo sapiens	B-cell CLL/lymphoma 7B
3770	IRK14_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 14
9270	Q6IAZ8_HUMAN	Homo sapiens	integrin beta 1 binding protein 1
9270	Q53RS0_HUMAN	Homo sapiens	integrin beta 1 binding protein 1
9270	ITBP1_HUMAN	Homo sapiens	integrin beta 1 binding protein 1
9271	PIWL1_HUMAN	Homo sapiens	piwi-like 1 (Drosophila)
3762	IRK5_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 5
3762	B2R744_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 5
3762	Q4QRJ2_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 5
3763	IRK6_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 6
3764	IRK8_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 8
3765	IRK9_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 9
3766	Q9BXC5_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 10
3766	IRK10_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 10
3766	Q547K1_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 10
3767	B2RC52_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 11
3767	B4DWI4_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 11
3767	IRK11_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 11
3767	Q8IW96_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 11
3768	Q6L5N3_HUMAN	Homo sapiens	similar to hkir2.2x; similar to inward rectifying K+ channel negative regulator Kir2.2v; potassium inwardly-rectifying channel, subfamily J, member 12
3768	IRK12_HUMAN	Homo sapiens	similar to hkir2.2x; similar to inward rectifying K+ channel negative regulator Kir2.2v; potassium inwardly-rectifying channel, subfamily J, member 12
3769	Q53SA1_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 13
3769	IRK13_HUMAN	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 13
120425	Q5DTC5_HUMAN	Homo sapiens	adhesion molecule, interacts with CXADR antigen 1
120425	JAML1_HUMAN	Homo sapiens	adhesion molecule, interacts with CXADR antigen 1
120425	Q496M3_HUMAN	Homo sapiens	adhesion molecule, interacts with CXADR antigen 1
120425	Q496M1_HUMAN	Homo sapiens	adhesion molecule, interacts with CXADR antigen 1
120425	B3KUI3_HUMAN	Homo sapiens	adhesion molecule, interacts with CXADR antigen 1
120425	Q496M4_HUMAN	Homo sapiens	adhesion molecule, interacts with CXADR antigen 1
120425	Q496M2_HUMAN	Homo sapiens	adhesion molecule, interacts with CXADR antigen 1
124923	SG494_HUMAN	Homo sapiens	uncharacterized serine/threonine-protein kinase SgK494
124925	SEZ6_HUMAN	Homo sapiens	seizure related 6 homolog (mouse)
3868	Q16195_HUMAN	Homo sapiens	keratin 16; keratin type 16-like
3868	K1C16_HUMAN	Homo sapiens	keratin 16; keratin type 16-like
10481	HXB13_HUMAN	Homo sapiens	homeobox B13
10481	Q4KR72_HUMAN	Homo sapiens	homeobox B13
10482	Q68CW9_HUMAN	Homo sapiens	nuclear RNA export factor 1
10482	Q59E96_HUMAN	Homo sapiens	nuclear RNA export factor 1
10482	NXF1_HUMAN	Homo sapiens	nuclear RNA export factor 1
10482	B4E269_HUMAN	Homo sapiens	nuclear RNA export factor 1
3866	K1C15_HUMAN	Homo sapiens	keratin 15
3866	B3KVF5_HUMAN	Homo sapiens	keratin 15
10480	EIF3M_HUMAN	Homo sapiens	eukaryotic translation initiation factor 3, subunit M
10485	Q6PB34_HUMAN	Homo sapiens	chromosome 1 open reading frame 61
10485	Q8N964_HUMAN	Homo sapiens	chromosome 1 open reading frame 61
10485	Q86W69_HUMAN	Homo sapiens	chromosome 1 open reading frame 61
10485	CROC4_HUMAN	Homo sapiens	chromosome 1 open reading frame 61
10484	SC23A_HUMAN	Homo sapiens	Sec23 homolog A (S. cerevisiae)
10484	B3KXI2_HUMAN	Homo sapiens	Sec23 homolog A (S. cerevisiae)
10483	SC23B_HUMAN	Homo sapiens	Sec23 homolog B (S. cerevisiae)
10483	Q5QPE2_HUMAN	Homo sapiens	Sec23 homolog B (S. cerevisiae)
10489	LRC41_HUMAN	Homo sapiens	leucine rich repeat containing 41
10489	Q562F1_HUMAN	Homo sapiens	leucine rich repeat containing 41
10489	Q9H822_HUMAN	Homo sapiens	leucine rich repeat containing 41
10489	Q53F69_HUMAN	Homo sapiens	leucine rich repeat containing 41
10489	A8K5G8_HUMAN	Homo sapiens	leucine rich repeat containing 41
10488	CREB3_HUMAN	Homo sapiens	cAMP responsive element binding protein 3
10487	Q5T0R6_HUMAN	Homo sapiens	CAP, adenylate cyclase-associated protein 1 (yeast)
10487	Q5T0R9_HUMAN	Homo sapiens	CAP, adenylate cyclase-associated protein 1 (yeast)
10487	Q5T0R5_HUMAN	Homo sapiens	CAP, adenylate cyclase-associated protein 1 (yeast)
10487	Q5T0R8_HUMAN	Homo sapiens	CAP, adenylate cyclase-associated protein 1 (yeast)
10487	Q5T0R2_HUMAN	Homo sapiens	CAP, adenylate cyclase-associated protein 1 (yeast)
10487	CAP1_HUMAN	Homo sapiens	CAP, adenylate cyclase-associated protein 1 (yeast)
10487	Q5T0R4_HUMAN	Homo sapiens	CAP, adenylate cyclase-associated protein 1 (yeast)
10487	Q5T0R3_HUMAN	Homo sapiens	CAP, adenylate cyclase-associated protein 1 (yeast)
10487	Q5T0R1_HUMAN	Homo sapiens	CAP, adenylate cyclase-associated protein 1 (yeast)
10487	Q5T0R7_HUMAN	Homo sapiens	CAP, adenylate cyclase-associated protein 1 (yeast)
253260	RICTR_HUMAN	Homo sapiens	RPTOR independent companion of MTOR, complex 2
253260	Q8N6M7_HUMAN	Homo sapiens	RPTOR independent companion of MTOR, complex 2
161753	OD3L1_HUMAN	Homo sapiens	outer dense fiber of sperm tails 3-like 1
3859	K1C12_HUMAN	Homo sapiens	keratin 12
116512	MRGRD_HUMAN	Homo sapiens	MAS-related GPR, member D
3858	K1C10_HUMAN	Homo sapiens	keratin 10
124912	SACA3_HUMAN	Homo sapiens	sperm acrosome associated 3
116519	APOA5_HUMAN	Homo sapiens	apolipoprotein A-V
3851	Q6PIN2_HUMAN	Homo sapiens	keratin 4
3851	K2C4_HUMAN	Homo sapiens	keratin 4
3852	Q9UEK9_HUMAN	Homo sapiens	keratin 5
3852	K2C5_HUMAN	Homo sapiens	keratin 5
3854	K2C6B_HUMAN	Homo sapiens	keratin 6B
3857	K1C9_HUMAN	Homo sapiens	keratin 9
3856	K2C8_HUMAN	Homo sapiens	keratin 8 pseudogene 9; similar to keratin 8; keratin 8
3856	Q969I0_HUMAN	Homo sapiens	keratin 8 pseudogene 9; similar to keratin 8; keratin 8
3856	Q7L4M3_HUMAN	Homo sapiens	keratin 8 pseudogene 9; similar to keratin 8; keratin 8
10471	PFD6_HUMAN	Homo sapiens	prefoldin subunit 6
10471	Q5STK2_HUMAN	Homo sapiens	prefoldin subunit 6
10473	HMGN4_HUMAN	Homo sapiens	high mobility group nucleosomal binding domain 4
10472	ZN238_HUMAN	Homo sapiens	zinc finger protein 238
554207	Q8N1B8_HUMAN	Homo sapiens	hypothetical LOC554207
10475	TRI38_HUMAN	Homo sapiens	tripartite motif-containing 38
10475	Q6MZQ5_HUMAN	Homo sapiens	tripartite motif-containing 38
10475	Q59EA5_HUMAN	Homo sapiens	tripartite motif-containing 38
10474	TAD3L_HUMAN	Homo sapiens	transcriptional adaptor 3 (NGG1 homolog, yeast)-like
283514	SIAH3_HUMAN	Homo sapiens	seven in absentia homolog 3 (Drosophila)
10477	UB2E3_HUMAN	Homo sapiens	ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast)
10476	ATP5H_HUMAN	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d
10476	A0PJH2_HUMAN	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d
91768	A7K6Y5_HUMAN	Homo sapiens	Cdk5 and Abl enzyme substrate 1
91768	CABL1_HUMAN	Homo sapiens	Cdk5 and Abl enzyme substrate 1
10479	Q86VS0_HUMAN	Homo sapiens	solute carrier family 9 (sodium/hydrogen exchanger), member 6
10479	Q5JPP8_HUMAN	Homo sapiens	solute carrier family 9 (sodium/hydrogen exchanger), member 6
10479	Q3ZCW7_HUMAN	Homo sapiens	solute carrier family 9 (sodium/hydrogen exchanger), member 6
10479	SL9A6_HUMAN	Homo sapiens	solute carrier family 9 (sodium/hydrogen exchanger), member 6
10479	Q8WYK8_HUMAN	Homo sapiens	solute carrier family 9 (sodium/hydrogen exchanger), member 6
283518	TRI13_HUMAN	Homo sapiens	potassium channel regulator
283518	KCNRG_HUMAN	Homo sapiens	potassium channel regulator
283518	Q0P6D0_HUMAN	Homo sapiens	potassium channel regulator
10478	PM34_HUMAN	Homo sapiens	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17
3860	K1C13_HUMAN	Homo sapiens	keratin 13
3860	A1A4E9_HUMAN	Homo sapiens	keratin 13
161742	SPRE1_HUMAN	Homo sapiens	sprouty-related, EVH1 domain containing 1
124944	C9J4G0_HUMAN	Homo sapiens	chromosome 17 open reading frame 49
124944	CQ049_HUMAN	Homo sapiens	chromosome 17 open reading frame 49
3849	K22E_HUMAN	Homo sapiens	keratin 2
3845	RASK_HUMAN	Homo sapiens	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog
3845	Q92668_HUMAN	Homo sapiens	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog
3845	Q71SP6_HUMAN	Homo sapiens	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog
3845	Q14015_HUMAN	Homo sapiens	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog
3845	Q14014_HUMAN	Homo sapiens	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog
3845	Q7KZ06_HUMAN	Homo sapiens	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog
3845	Q15285_HUMAN	Homo sapiens	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog
91782	B3KUH0_HUMAN	Homo sapiens	CHMP family, member 7
91782	CHMP7_HUMAN	Homo sapiens	CHMP family, member 7
3843	Q5T577_HUMAN	Homo sapiens	importin 5
3843	IPO5_HUMAN	Homo sapiens	importin 5
3843	Q9BVS9_HUMAN	Homo sapiens	importin 5
3843	B3KWG6_HUMAN	Homo sapiens	importin 5
3843	Q5T576_HUMAN	Homo sapiens	importin 5
3841	Q5TD90_HUMAN	Homo sapiens	karyopherin alpha 5 (importin alpha 6)
3841	IMA5_HUMAN	Homo sapiens	karyopherin alpha 5 (importin alpha 6)
3841	Q5TD89_HUMAN	Homo sapiens	karyopherin alpha 5 (importin alpha 6)
3840	Q96KW7_HUMAN	Homo sapiens	karyopherin alpha 4 (importin alpha 3)
3840	Q96IJ5_HUMAN	Homo sapiens	karyopherin alpha 4 (importin alpha 3)
3840	IMA4_HUMAN	Homo sapiens	karyopherin alpha 4 (importin alpha 3)
9191	DEDD_HUMAN	Homo sapiens	death effector domain containing
283507	Q5T9E9_HUMAN	Homo sapiens	SGT1, suppressor of G2 allele of SKP1 like 1 (S. cerevisiae)
9194	Q8NEM3_HUMAN	Homo sapiens	solute carrier family 16, member 7 (monocarboxylic acid transporter 2)
9196	KCAB3_HUMAN	Homo sapiens	potassium voltage-gated channel, shaker-related subfamily, beta member 3
116511	Q502V9_HUMAN	Homo sapiens	MAS1 oncogene-like
116511	MAS1L_HUMAN	Homo sapiens	MAS1 oncogene-like
116511	Q5SUN5_HUMAN	Homo sapiens	MAS1 oncogene-like
114294	LACTB_HUMAN	Homo sapiens	lactamase, beta
114299	PALM2_HUMAN	Homo sapiens	A kinase (PRKA) anchor protein 2; paralemmin 2; PALM2-AKAP2 readthrough transcript
114299	B4E2K2_HUMAN	Homo sapiens	A kinase (PRKA) anchor protein 2; paralemmin 2; PALM2-AKAP2 readthrough transcript
114299	AKAP2_HUMAN	Homo sapiens	A kinase (PRKA) anchor protein 2; paralemmin 2; PALM2-AKAP2 readthrough transcript
3837	IMB1_HUMAN	Homo sapiens	karyopherin (importin) beta 1
124930	AN13B_HUMAN	Homo sapiens	ankyrin repeat domain 13B
124930	Q8N7H6_HUMAN	Homo sapiens	ankyrin repeat domain 13B
124930	Q6P5X6_HUMAN	Homo sapiens	ankyrin repeat domain 13B
124930	B3KS27_HUMAN	Homo sapiens	ankyrin repeat domain 13B
3838	Q6NVW7_HUMAN	Homo sapiens	karyopherin alpha 2 (RAG cohort 1, importin alpha 1); karyopherin alpha-2 subunit like
3838	IMA2_HUMAN	Homo sapiens	karyopherin alpha 2 (RAG cohort 1, importin alpha 1); karyopherin alpha-2 subunit like
3838	Q7Z726_HUMAN	Homo sapiens	karyopherin alpha 2 (RAG cohort 1, importin alpha 1); karyopherin alpha-2 subunit like
3838	Q53YE3_HUMAN	Homo sapiens	karyopherin alpha 2 (RAG cohort 1, importin alpha 1); karyopherin alpha-2 subunit like
10490	Q5TZX9_HUMAN	Homo sapiens	vesicle transport through interaction with t-SNAREs homolog 1B (yeast)
10490	VTI1B_HUMAN	Homo sapiens	vesicle transport through interaction with t-SNAREs homolog 1B (yeast)
3833	KIFC1_HUMAN	Homo sapiens	kinesin family member C1
10491	Q8NB01_HUMAN	Homo sapiens	cartilage associated protein
10491	CRTAP_HUMAN	Homo sapiens	cartilage associated protein
3832	KIF11_HUMAN	Homo sapiens	kinesin family member 11
3832	Q59GZ5_HUMAN	Homo sapiens	kinesin family member 11
10492	Q5TCG1_HUMAN	Homo sapiens	synaptotagmin binding, cytoplasmic RNA interacting protein
10492	HNRPQ_HUMAN	Homo sapiens	synaptotagmin binding, cytoplasmic RNA interacting protein
10492	Q59GL1_HUMAN	Homo sapiens	synaptotagmin binding, cytoplasmic RNA interacting protein
10492	Q05CK9_HUMAN	Homo sapiens	synaptotagmin binding, cytoplasmic RNA interacting protein
10492	B7Z645_HUMAN	Homo sapiens	synaptotagmin binding, cytoplasmic RNA interacting protein
3835	Q7LE35_HUMAN	Homo sapiens	kinesin family member 22
3835	KIF22_HUMAN	Homo sapiens	kinesin family member 22
3835	Q14984_HUMAN	Homo sapiens	kinesin family member 22
3835	Q14985_HUMAN	Homo sapiens	kinesin family member 22
3834	Q5SZU8_HUMAN	Homo sapiens	kinesin family member 25
3834	KIF25_HUMAN	Homo sapiens	kinesin family member 25
10493	Q16464_HUMAN	Homo sapiens	vesicle amine transport protein 1 homolog (T. californica)
10493	VAT1_HUMAN	Homo sapiens	vesicle amine transport protein 1 homolog (T. californica)
124936	CB5D2_HUMAN	Homo sapiens	cytochrome b5 domain containing 2
124935	Q8WUU1_HUMAN	Homo sapiens	solute carrier family 43, member 2
124935	LAT4_HUMAN	Homo sapiens	solute carrier family 43, member 2
124935	Q8NBW0_HUMAN	Homo sapiens	solute carrier family 43, member 2
3831	Q7Z5D5_HUMAN	Homo sapiens	kinesin light chain 1
3831	Q7RTQ1_HUMAN	Homo sapiens	kinesin light chain 1
3831	Q7RTQ8_HUMAN	Homo sapiens	kinesin light chain 1
3831	Q13865_HUMAN	Homo sapiens	kinesin light chain 1
3831	Q7RTP8_HUMAN	Homo sapiens	kinesin light chain 1
3831	KLC1_HUMAN	Homo sapiens	kinesin light chain 1
3831	Q7RTQ3_HUMAN	Homo sapiens	kinesin light chain 1
3831	Q7RTQ2_HUMAN	Homo sapiens	kinesin light chain 1
3831	Q7RTQ9_HUMAN	Homo sapiens	kinesin light chain 1
3831	Q7RTQ7_HUMAN	Homo sapiens	kinesin light chain 1
3831	Q7RTQ4_HUMAN	Homo sapiens	kinesin light chain 1
3831	Q7RTQ0_HUMAN	Homo sapiens	kinesin light chain 1
9183	ZW10_HUMAN	Homo sapiens	ZW10, kinetochore associated, homolog (Drosophila)
10499	Q569J4_HUMAN	Homo sapiens	nuclear receptor coactivator 2
10499	NCOA2_HUMAN	Homo sapiens	nuclear receptor coactivator 2
9182	RASF9_HUMAN	Homo sapiens	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9
9181	Q5VY93_HUMAN	Homo sapiens	Rho/Rac guanine nucleotide exchange factor (GEF) 2
9181	ARHG2_HUMAN	Homo sapiens	Rho/Rac guanine nucleotide exchange factor (GEF) 2
9180	OSMR_HUMAN	Homo sapiens	oncostatin M receptor
9187	NCKX1_HUMAN	Homo sapiens	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
9187	Q17RM9_HUMAN	Homo sapiens	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
10495	ENOX2_HUMAN	Homo sapiens	ecto-NOX disulfide-thiol exchanger 2
10495	Q32ND0_HUMAN	Homo sapiens	ecto-NOX disulfide-thiol exchanger 2
10495	A8K197_HUMAN	Homo sapiens	ecto-NOX disulfide-thiol exchanger 2
10494	Q96BA2_HUMAN	Homo sapiens	serine/threonine kinase 25 (STE20 homolog, yeast)
10494	STK25_HUMAN	Homo sapiens	serine/threonine kinase 25 (STE20 homolog, yeast)
10494	Q5CZ67_HUMAN	Homo sapiens	serine/threonine kinase 25 (STE20 homolog, yeast)
10497	Q2NKJ5_HUMAN	Homo sapiens	unc-13 homolog B (C. elegans)
10497	UN13B_HUMAN	Homo sapiens	unc-13 homolog B (C. elegans)
10497	Q4LE73_HUMAN	Homo sapiens	unc-13 homolog B (C. elegans)
9184	BUB3_HUMAN	Homo sapiens	budding uninhibited by benzimidazoles 3 homolog (yeast)
9189	ZBED1_HUMAN	Homo sapiens	zinc finger, BED-type containing 1
3820	KLRB1_HUMAN	Homo sapiens	killer cell lectin-like receptor subfamily B, member 1
3823	Q8WXA4_HUMAN	Homo sapiens	killer cell lectin-like receptor subfamily C, member 3
3823	NKG2E_HUMAN	Homo sapiens	killer cell lectin-like receptor subfamily C, member 3
3823	Q71V82_HUMAN	Homo sapiens	killer cell lectin-like receptor subfamily C, member 3
3824	Q5YLG5_HUMAN	Homo sapiens	killer cell lectin-like receptor subfamily D, member 1
3824	Q8NFL9_HUMAN	Homo sapiens	killer cell lectin-like receptor subfamily D, member 1
3824	Q8NFM0_HUMAN	Homo sapiens	killer cell lectin-like receptor subfamily D, member 1
3824	KLRD1_HUMAN	Homo sapiens	killer cell lectin-like receptor subfamily D, member 1
3824	Q53ZY6_HUMAN	Homo sapiens	killer cell lectin-like receptor subfamily D, member 1
3821	NKG2A_HUMAN	Homo sapiens	killer cell lectin-like receptor subfamily C, member 1
3821	Q8NIA5_HUMAN	Homo sapiens	killer cell lectin-like receptor subfamily C, member 1
3827	Q05CF8_HUMAN	Homo sapiens	kininogen 1
3827	C9JEX1_HUMAN	Homo sapiens	kininogen 1
3827	KNG1_HUMAN	Homo sapiens	kininogen 1
10449	THIM_HUMAN	Homo sapiens	hypothetical LOC648603; acetyl-Coenzyme A acyltransferase 2
10449	B3KNP8_HUMAN	Homo sapiens	hypothetical LOC648603; acetyl-Coenzyme A acyltransferase 2
10447	FAM3C_HUMAN	Homo sapiens	family with sequence similarity 3, member C
153129	S38A9_HUMAN	Homo sapiens	solute carrier family 38, member 9
10440	TI17A_HUMAN	Homo sapiens	translocase of inner mitochondrial membrane 17 homolog A (yeast)
10440	Q7RU05_HUMAN	Homo sapiens	translocase of inner mitochondrial membrane 17 homolog A (yeast)
10445	Q7Z372_HUMAN	Homo sapiens	microspherule protein 1
10445	MCRS1_HUMAN	Homo sapiens	microspherule protein 1
10446	LRRN2_HUMAN	Homo sapiens	leucine rich repeat neuronal 2
10443	Q6ZV26_HUMAN	Homo sapiens	NEDD4 binding protein 2-like 2
10443	N42L2_HUMAN	Homo sapiens	NEDD4 binding protein 2-like 2
10443	Q9Y3H6_HUMAN	Homo sapiens	NEDD4 binding protein 2-like 2
10443	Q96KV2_HUMAN	Homo sapiens	NEDD4 binding protein 2-like 2
3811	Q8N6C9_HUMAN	Homo sapiens	killer cell immunoglobulin-like receptor, three domains, short cytoplasmic tail, 1; killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1
3811	Q6H2G1_HUMAN	Homo sapiens	killer cell immunoglobulin-like receptor, three domains, short cytoplasmic tail, 1; killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1
3811	Q8N152_HUMAN	Homo sapiens	killer cell immunoglobulin-like receptor, three domains, short cytoplasmic tail, 1; killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1
3811	Q9NZF6_HUMAN	Homo sapiens	killer cell immunoglobulin-like receptor, three domains, short cytoplasmic tail, 1; killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1
3811	Q8NHK8_HUMAN	Homo sapiens	killer cell immunoglobulin-like receptor, three domains, short cytoplasmic tail, 1; killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1
3811	Q8N0Z7_HUMAN	Homo sapiens	killer cell immunoglobulin-like receptor, three domains, short cytoplasmic tail, 1; killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1
3811	Q8NHL0_HUMAN	Homo sapiens	killer cell immunoglobulin-like receptor, three domains, short cytoplasmic tail, 1; killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1
