EntrezID	GeneLength	GL7	GL8	GL9	GL10	GL11	GL12
16848	2284	2064	2038	2015	1804	2105	2074
16852	800	1028	1232	1522	1435	1016	1703
16854	1406	22	10	7	46	27	44
16855	1241	69	40	48	206	152	129
16858	597	0	1	0	0	0	0
16859	1586	9331	9636	9500	12378	11196	11759
16865	2290	909	926	967	685	670	740
16866	509	0	0	0	2	0	1
16867	2553	0	0	0	0	0	0
16869	2750	1	0	0	0	0	0
16870	2286	310	338	269	171	170	215
16871	2208	0	0	0	1	0	0
16872	1853	0	0	0	0	0	0
16873	2736	0	0	0	0	0	0
16874	3577	0	0	0	0	0	1
16875	1978	0	0	0	0	0	0
16876	5750	0	0	0	1	0	0
16878	4040	33	33	38	3	3	4
16880	10333	30	37	30	136	248	145
16881	3303	4995	6255	6029	2446	2507	2735
16882	5945	1529	1889	1873	1388	1420	1510
16885	3323	72	90	87	82	66	94
16886	5047	1283	1406	1491	1564	1567	1575
16889	2971	510	534	591	837	679	922
16890	3266	66	53	47	188	133	146
16891	3787	1	0	0	1	0	5
16897	4425	1566	1612	1696	1294	1351	1262
16898	999	2268	2609	2667	1754	1817	2296
16904	1286	17	15	16	14	6	7
16905	3327	62	96	71	32	41	33
16906	2843	13861	16424	15977	8343	7095	9609
16907	3371	2394	2843	2628	1298	1346	1445
16909	1900	25	43	36	128	76	163
16911	2049	2489	2088	1900	1949	1856	1884
16912	806	2513	2413	2550	2147	1807	1993
16913	1223	3754	3608	3725	3837	3298	3874
16917	1219	0	0	0	0	0	0
16918	3501	2	2	5	15	6	12
16922	1474	1056	1117	1104	1247	932	1199
16923	2482	948	906	976	2621	2165	2026
16924	3819	158	138	121	144	134	156
16939	1779	0	0	0	0	0	0
16948	3604	0	0	0	0	0	0
16949	3338	0	0	2	2	1	3
16950	4049	453	407	429	260	312	260
16952	1395	239	267	273	610	480	590
16956	4049	5	3	1	23	21	12
16963	502	0	0	0	0	0	0
16969	5373	1362	1354	1368	1420	1532	1302
16970	2313	14912	16470	15753	17589	19296	18237
16971	14892	770	1123	1074	899	1549	905
16973	5172	17	10	23	14	38	18
16974	5428	820	1018	1004	937	1214	1148
16975	7677	183	187	206	92	85	89
16976	2907	434	510	486	753	745	879
16977	1470	6	7	4	6	1	4
16978	5743	2035	2175	2448	2038	1802	2126
16979	3679	0	0	0	0	0	0
16980	3346	0	0	0	0	0	0
16981	3185	1769	1918	1463	3712	3759	3743
16985	1925	1820	2422	2216	4395	3621	4363
16987	3102	225	207	238	141	120	142
16988	416	0	6	5	9	9	6
16992	1383	44	31	53	163	163	327
16993	2066	4357	4466	4675	2828	2726	2817
16994	1095	38	16	35	542	104	345
16995	1392	7	2	6	22	2	14
16997	6603	13	20	8	412	406	794
16998	5190	20	26	28	24	28	26
17000	2092	3	0	0	8	2	3
17001	588	1	2	6	3	6	5
17002	2742	223	187	222	1003	255	511
17005	3200	199	232	249	576	573	510
17022	2075	0	0	0	0	0	0
17025	1350	503	486	479	247	253	257
17035	1092	1252	1363	1266	1519	1646	1508
17057	1274	3	1	6	5	5	4
17059	2632	42	50	69	30	132	38
17060	2097	6095	5782	5958	9886	8681	9259
17063	2969	0	1	1	1	1	3
17064	6638	11211	11588	11089	9544	10869	10936
17067	844	6	9	5	38	15	24
17068	691	4663	3346	3762	6045	3570	3177
17069	2301	19170	21938	22640	21054	20128	19335
17071	877	0	0	0	0	1	1
17075	2061	44	50	54	29	10	28
17076	5172	637	833	755	492	580	565
17079	2326	642	702	868	545	637	730
17082	6967	0	0	1	0	0	0
17083	1487	286	253	248	230	205	229
17084	997	104	67	71	382	330	267
17085	2449	1301	1498	1401	1497	1240	1404
17086	1463	0	0	0	1	0	1
17087	603	25	8	14	45	34	46
17089	1551	1712	1806	1839	957	844	1141
17095	1801	2285	2429	2541	2503	2654	2291
17096	3456	1633	1700	1588	5742	4857	5402
17101	11806	1098	1432	1091	1247	1500	1173
17105	1057	237	196	275	1143	240	546
17110	1265	0	1	0	0	0	0
17112	1902	1	0	0	0	0	0
17113	2222	1929	2035	2053	2083	1835	2251
17116	2778	0	0	0	0	0	0
17117	2575	66	82	58	101	61	102
17118	4186	6126	5053	5523	4197	5001	4235
17119	4662	219	245	200	360	331	351
17120	2640	883	1095	1048	668	581	783
17121	1299	926	941	970	580	486	657
17122	1179	916	1023	913	2337	2554	2396
17123	1420	0	0	0	0	0	0
17125	3049	1	1	1	1	2	1
17126	2512	1111	1030	986	1238	1072	1277
17127	5090	702	540	543	1504	978	1226
17128	3341	1463	1398	1353	1431	1438	1389
17129	7175	1902	1858	1807	2158	2522	2225
17130	2971	1	1	0	0	0	0
17131	4441	157	131	153	338	374	334
17132	3642	12	18	11	40	67	49
17133	1800	3	0	3	2	3	1
17134	1639	50	53	43	48	76	51
17135	2825	873	797	858	740	744	668
17136	2427	1	1	1	1	4	2
17137	1272	0	0	0	0	0	0
17138	1685	0	0	0	0	0	0
17139	1107	0	0	0	0	0	0
17140	948	0	0	0	0	0	0
17141	1563	0	0	0	0	0	0
17142	1201	0	0	0	0	0	0
17144	1646	0	0	0	0	0	0
17145	1143	0	0	0	0	0	0
17146	993	0	1	0	0	0	0
17147	2322	4	6	6	4	3	3
17149	608	1678	1539	1595	1070	862	1345
17150	1139	0	1	0	0	0	3
17151	1572	670	722	692	929	836	938
17152	3565	1	0	0	0	0	0
17153	2778	0	0	0	0	0	0
17155	3889	958	952	981	2470	2241	2866
17156	7944	2797	3165	2955	3552	3790	4197
17158	6078	2140	1920	1889	5455	4174	5407
17159	4325	868	889	912	1326	1135	1164
17160	3434	452	575	594	981	978	923
17161	4161	403	357	427	146	150	216
17164	2567	2753	3205	3037	2558	2560	2905
17165	2208	774	769	837	818	743	764
17167	1985	0	0	0	1	1	1
17168	2316	219	232	258	292	282	289
17169	3388	1686	1613	1564	2066	2088	2216
17171	2475	1	0	0	0	0	0
17172	2259	0	0	0	0	0	0
17173	1612	0	0	0	0	0	0
17174	2752	0	0	0	0	0	0
17175	3219	446	352	458	430	518	386
17178	524	0	0	0	0	0	0
17179	1734	60	25	47	81	113	63
17180	2002	0	0	0	0	0	0
17181	3520	3	0	0	1	0	1
17182	2479	0	0	0	0	0	0
17183	2299	1	1	2	4	5	2
17184	4472	5402	5381	4938	4225	4045	5054
17187	2005	1761	1685	1651	1923	1728	1786
17188	2374	8678	8955	8996	6565	6301	6418
17189	1252	0	0	0	0	0	0
17190	2672	1261	1366	1287	1547	1738	1575
17191	1850	3478	4108	3593	2646	3137	2970
17192	1589	2198	2070	2292	1776	1588	1793
17193	3584	671	769	753	1078	1272	1270
17194	923	0	0	0	0	0	0
17195	1069	0	0	0	0	0	0
17196	6718	1089	1095	1175	1070	1091	1041
17199	3663	15	24	27	4	6	18
17200	1570	0	0	0	0	0	0
17201	2623	0	0	0	0	0	0
17202	2768	0	0	0	0	0	0
17203	1162	0	0	0	0	0	0
17207	5512	1	1	0	11	4	6
17210	3489	5190	4603	4478	8371	7111	7969
17215	2886	7703	8639	9112	3342	3354	3843
17216	3371	6872	7205	7397	3108	2993	3473
17217	3589	5982	6839	7072	2672	2710	3120
17218	3422	7565	8552	8752	3451	3304	3917
17219	2901	10131	11891	11673	4597	4703	5236
17220	2396	4622	5368	5430	2159	2115	2488
17221	1213	21	14	22	32	40	36
17222	8967	4658	5794	5473	4278	4218	4714
17223	793	0	0	0	0	0	0
17224	1028	0	0	0	0	0	0
17225	971	0	0	0	0	0	0
17227	990	0	0	0	0	0	0
17228	1076	0	0	0	0	0	0
17229	1088	0	0	0	0	0	0
17231	839	2	0	0	7	0	1
17232	2000	0	0	0	0	0	0
17235	889	0	0	0	0	0	0
17237	3138	324	302	350	1562	1371	1501
17240	1721	0	0	0	0	0	0
17242	1306	23	21	21	18	27	33
17245	3151	571	749	728	445	421	490
17246	3027	1506	1427	1381	1771	1445	1775
17248	3490	1442	1511	1554	1934	2038	1738
17250	5930	47	44	87	40	27	27
17252	1574	425	484	405	550	505	619
17254	2958	1043	1145	1066	1016	848	1019
17256	840	572	534	529	597	507	629
17257	10276	1433	1780	1497	1913	2195	2095
17258	2877	590	741	665	818	901	871
17259	1342	7	6	4	7	3	8
17260	6565	1851	1844	1751	1844	2356	2337
17261	2459	3495	3638	3710	3908	4121	3414
17263	12906	0	0	0	1	0	0
17268	3057	0	0	0	0	0	1
17274	2012	2161	2245	2237	2447	1968	2406
17279	2914	650	944	837	423	350	563
17281	8061	440	459	526	520	617	477
17283	3040	1827	1706	1687	2073	1821	1861
17285	2208	0	0	0	0	0	0
17286	2348	0	0	0	0	0	0
17287	2923	0	0	0	0	0	0
17288	2286	0	0	0	0	0	0
17289	3554	1	0	2	16	19	13
17292	1077	0	0	0	0	0	0
17293	1936	0	0	0	0	0	0
17294	2543	38	29	39	57	38	55
17295	6652	1	1	0	6	1	1
17299	887	255	254	230	119	150	141
17300	3990	960	908	820	1083	1158	1330
17301	2619	259	245	291	127	158	124
17304	2126	593	554	657	768	618	681
17305	1834	769	632	741	874	827	932
17306	3247	2	1	2	0	1	0
17308	3315	2285	2093	2004	4107	2934	3335
17309	4665	0	0	0	0	0	0
17311	5450	1	0	0	0	2	0
17312	1345	0	0	1	3	1	2
17313	599	0	0	0	0	0	1
17314	819	0	0	0	1	0	0
17318	4100	7	3	7	4	4	3
17319	554	2100	2016	2192	1079	1228	1148
17329	2905	1	0	0	1	0	0
17330	2619	803	852	779	766	689	643
17339	2143	0	0	0	0	4	0
17341	3494	202	197	161	90	89	89
17342	5178	10	11	23	8	6	15
17344	5433	1131	1315	1096	1053	1133	1219
17345	10075	29620	38430	34803	17430	15481	20623
17346	2493	771	863	778	1401	1258	1326
17347	3070	3838	4106	4135	3943	5017	4004
17349	1161	4	8	2	4	3	2
17350	2598	637	694	771	563	488	487
17354	4886	1866	2103	1934	1870	2073	1922
17355	8496	5863	6193	5985	8369	7676	7545
17356	7383	2	3	2	5	5	10
17357	1601	2117	1719	1885	1264	1103	1173
17364	6848	0	0	1	0	0	0
17380	4240	0	1	0	0	1	0
17381	3607	0	0	0	0	0	1
17384	1714	3	5	4	0	0	3
17385	2247	577	473	565	535	547	421
17386	2675	151	165	157	298	182	234
17387	2597	2930	3653	3806	1496	2151	1831
17388	4279	0	0	0	0	0	0
17389	4576	110	124	101	131	183	106
17390	3041	0	0	0	1	1	0
17391	4304	245	238	226	203	215	238
17392	1801	0	0	0	0	0	0
17393	878	0	0	0	0	0	0
17394	2453	51	43	38	217	28	119
17395	3139	65	37	47	245	53	90
17420	2505	545	531	579	554	473	695
17423	3907	500	503	440	718	701	590
17425	7446	1300	1438	1495	1203	1256	1228
17427	1807	805	1006	911	522	425	630
17428	4586	634	651	871	731	918	794
17433	4440	0	0	0	0	0	0
17434	1889	373	374	358	407	328	438
17436	3257	0	0	0	0	1	0
17441	1707	0	0	0	0	0	0
17444	2919	617	734	729	527	586	469
17448	1282	3997	4119	4279	3168	2782	3166
17449	1958	3788	4147	4064	3161	2789	3686
17450	3050	1	1	0	0	0	0
17451	1448	0	0	0	2	0	1
17454	3772	716	876	777	791	595	659
17463	1600	2005	2064	2030	1651	1445	1881
17470	2347	0	0	0	0	2	0
17472	4475	779	570	651	1721	1050	1179
17474	1336	2	0	3	9	1	2
17475	7515	0	0	0	0	0	0
17476	4336	53	43	57	295	114	173
17480	2938	0	0	0	1	0	0
17523	2546	3	10	20	107	23	27
17524	2458	2519	2445	2498	3999	3244	4304
17527	1709	276	253	295	356	308	349
17528	1993	1	0	1	0	2	1
17532	4032	0	1	3	3	5	4
17533	5318	16	10	10	64	49	56
17534	5801	1	1	1	5	2	1
17535	3004	1031	1103	1084	754	776	824
17536	5267	0	0	0	0	0	1
17537	1781	2	0	0	2	2	1
17540	6041	16	11	20	57	43	46
17681	1717	0	0	0	0	0	0
17684	1969	1265	1340	1282	1477	2087	1827
17685	3056	2647	3101	3016	1703	1768	1984
17686	3945	1221	1349	1246	1438	1151	1286
17687	2894	177	224	262	413	450	399
17688	4263	3302	3660	3486	2814	2729	3171
17690	1551	0	0	0	0	1	0
17691	4509	232	175	125	1182	835	904
17692	2320	1684	1873	1782	1464	1334	1626
17695	522	0	0	0	0	0	0
17698	3840	12510	14386	13580	18374	18255	19612
17700	2682	0	0	0	0	0	0
17701	1931	0	0	0	0	0	0
17702	2162	0	0	0	0	0	0
17703	2287	0	0	0	0	0	0
17713	3338	1223	1106	1076	893	712	961
17714	4046	494	484	415	445	387	475
17748	542	1	0	0	1	5	1
17749	619	101	84	90	79	58	100
17750	556	1	0	0	1	0	0
17751	538	0	0	0	0	0	0
17752	391	0	0	0	0	0	0
17754	11912	22	30	27	18	25	20
17755	11852	0	0	0	0	0	0
17756	5520	325	362	275	240	191	217
17758	5666	1781	1897	2020	2305	1998	2254
17760	6115	11	11	26	1	2	5
17761	3871	485	538	513	1278	1549	1851
17762	5387	0	0	0	4	3	2
17763	2035	211	151	183	194	207	185
17764	7631	558	553	524	569	621	607
17765	4060	3725	3488	3127	2292	2285	2511
17766	939	350	387	390	205	194	224
17768	2070	1110	1168	1096	825	525	769
17769	6141	109	135	145	213	206	210
17771	3298	17	22	18	11	26	22
17772	3871	305	310	272	433	390	434
17773	1503	0	0	0	0	0	0
17775	2130	1497	1515	1418	1813	1722	1936
17776	5727	2350	2636	2516	2069	2004	1975
17777	4410	46	50	62	49	56	67
17826	1212	555	486	505	569	455	496
17827	1522	599	548	594	489	457	503
17828	1769	215	205	241	254	231	262
17829	2235	3	1	3	7	7	3
17830	1166	0	0	0	0	0	0
17831	6527	1	0	0	0	0	0
17833	8505	0	0	0	0	0	0
17835	4683	0	0	0	0	0	0
17836	4657	0	0	0	0	0	0
17837	4544	0	0	0	0	1	2
17840	1091	0	0	0	0	0	0
17841	1014	0	0	0	0	0	0
17842	908	0	0	0	0	0	0
17843	875	0	0	0	0	0	0
17844	872	0	0	0	0	0	0
17846	818	866	859	841	678	524	790
17847	12122	4444	4800	4432	4988	5243	5468
17850	3675	525	536	570	553	520	597
17855	1660	286	319	353	238	241	251
17857	2697	45	21	42	209	58	73
17858	2422	136	138	140	412	259	293
17859	5619	697	660	626	695	616	683
17863	3420	9953	10274	8200	11844	12443	10188
17864	3564	385	438	376	299	482	518
17865	3702	791	897	916	418	456	447
17868	4163	1	2	2	3	1	5
17869	2399	4144	4116	4666	1334	1673	1407
17870	2362	0	0	0	0	0	0
17872	2333	87	79	93	157	117	122
17873	1266	391	438	367	640	741	670
17874	1905	510	568	511	771	641	753
17876	3523	1433	1465	1396	1248	1155	1278
17877	2083	0	0	0	0	0	0
17878	1248	0	0	0	0	0	0
17879	6019	0	0	0	0	0	0
17880	6632	1	2	1	1	5	5
17882	6083	0	0	0	0	0	0
17883	5992	0	0	0	0	0	0
17884	6016	0	0	0	0	0	0
17885	6149	0	0	0	0	0	0
17886	7371	6914	8506	8243	12685	11766	12782
17888	6079	0	2	1	0	0	0
17896	883	9453	8520	7534	4420	3980	3317
17897	898	0	0	0	0	0	0
17898	590	0	0	0	0	0	0
17901	1111	0	0	0	0	0	0
17904	614	1419	1307	1361	1634	1308	1740
17906	633	0	0	0	0	1	0
17907	755	120	130	126	149	130	147
17909	8098	3	1	1	6	14	10
17910	11769	1	1	1	0	0	0
17912	5042	15	7	7	7	13	11
17913	5662	6155	6198	5844	11548	10504	10036
17916	3833	71	111	150	146	132	121
17918	11684	587	418	463	623	389	550
17919	6647	1	0	0	2	2	2
17920	7868	7	10	9	12	10	12
17921	7361	427	484	485	4662	4959	3938
17922	6591	0	0	0	0	0	0
17925	7297	2793	3384	3288	3358	3433	3360
17926	2080	0	0	0	0	0	0
17927	1854	0	0	0	0	0	0
17928	1480	0	0	0	0	0	0
17929	5613	1	0	1	1	5	5
17930	4953	64	80	53	227	251	274
17931	3403	1770	2061	1787	2329	2425	2556
17932	6395	0	0	0	0	0	0
17933	7523	0	0	0	0	0	0
17936	5088	649	644	625	787	987	948
17937	2575	16	9	14	19	15	14
17938	7034	2652	2674	2638	2858	2467	3239
17939	1913	121	145	150	190	219	216
17940	5361	1	0	1	10	5	8
17948	4823	86	99	137	237	199	301
17951	5293	121	102	194	299	407	324
17952	6705	172	159	217	378	467	403
17954	2606	0	0	0	0	0	0
17955	2283	3798	4072	4094	2973	2780	3250
17957	3693	19	38	22	38	49	31
17960	1347	1	0	0	0	0	0
17961	1501	161	142	158	182	192	275
17962	1395	0	0	0	0	0	0
17965	1762	1	1	0	1	1	0
17966	4444	1389	1521	1411	2060	2247	2248
17967	9437	1	2	1	6	0	3
17968	6167	0	0	0	2	1	2
17969	2721	56	43	56	300	113	218
17970	2596	349	454	424	635	652	703
17972	1454	988	1008	1127	1204	1400	1321
17973	1685	582	564	524	882	766	1000
17974	2775	474	446	424	391	468	362
17975	8257	27930	33404	32288	17439	19565	23607
17977	7329	756	825	778	1062	1168	1027
17978	8213	2832	3245	2936	3731	3563	3891
17979	7531	1888	1973	1855	2527	2850	2402
17984	1652	0	0	0	0	0	0
17986	1929	0	0	0	0	0	0
17988	2890	162	247	174	446	571	522
17991	529	1160	1008	990	1059	912	1063
17992	492	2388	2054	2164	1767	1503	2073
17993	1534	1100	936	1007	925	782	1114
17995	1572	1673	1833	1739	1204	1146	1262
17996	22489	0	0	0	0	0	1
17997	3533	913	969	909	818	702	940
17999	5494	3567	4702	4464	3903	4556	5285
18000	3335	3304	3238	3083	2565	2376	3085
18002	602	2035	1878	2034	1943	1477	1919
18003	4712	4138	4478	4207	7976	7788	8808
18004	4264	367	457	508	319	374	434
18005	3197	2147	2760	2844	2121	1514	2468
18007	7387	8	4	4	56	15	25
18008	6126	1	0	0	0	0	0
18010	3850	807	617	543	1576	1730	1279
18011	4412	1	0	0	4	0	4
18012	2494	0	0	0	0	0	0
18013	3137	0	0	0	0	0	0
18014	1672	0	0	0	0	0	0
18015	11847	388	349	291	558	522	506
18016	4708	1309	1479	1540	1557	1320	1547
18018	7433	1517	1703	1608	1668	1787	1522
18019	8348	0	2	0	2	1	0
18020	3388	1049	1233	1202	829	721	834
18021	6014	4361	4681	4422	4117	4402	4486
18022	1669	12	6	15	24	9	17
18023	4867	1251	1382	1422	1683	1424	1622
18024	2469	1594	1577	1544	1533	1256	1463
18025	2544	7	4	4	8	14	11
18027	9643	48	48	35	86	88	77
18028	8770	1	0	0	1	0	0
18029	6295	113	194	160	235	273	180
18030	1992	4	6	8	15	6	7
18032	3905	9	4	10	5	9	5
18033	4118	2457	2767	2659	2939	2977	3072
18034	3292	286	239	244	1258	703	844
18035	1579	1079	1067	992	1663	1700	1467
18036	1945	479	431	408	458	395	446
18037	2422	633	599	625	1448	953	1094
18038	1470	233	195	208	257	252	228
18039	2009	0	0	0	0	0	0
18040	3230	0	0	0	0	0	0
18041	2053	697	737	732	576	565	638
18044	3711	3036	3493	3204	2783	2741	2822
18045	2552	1444	1507	1446	1222	1099	1238
18046	1944	469	482	481	503	451	498
18048	839	0	0	0	0	0	0
18049	1187	0	0	0	0	0	0
18050	849	0	0	0	0	0	0
18053	3409	0	1	1	4	5	9
18054	1161	287	261	346	1533	347	727
18071	2487	0	0	0	0	0	0
18072	3353	0	0	0	0	0	0
18073	6046	18	16	51	63	214	120
18074	4884	5	1	1	8	7	10
18080	10344	2308	2801	2546	2127	2346	2461
18081	1132	757	828	789	824	692	802
18082	1874	520	563	566	489	447	532
18087	7015	2103	2490	2290	2643	2936	2744
18088	2448	0	0	0	0	0	0
18089	2112	0	0	0	0	0	0
18091	1524	0	0	0	0	0	0
18092	939	0	0	0	0	0	0
18094	1260	0	0	0	0	0	0
18095	3137	0	0	0	0	0	0
18096	1808	0	0	0	0	0	0
18099	4496	390	450	441	584	530	561
18100	1055	717	685	718	558	478	561
18101	1173	0	1	0	0	0	0
18102	1235	2832	2691	2742	1395	1545	1894
18103	823	1603	1445	1561	1045	1031	1398
18104	1552	2	0	1	2	2	0
18105	4045	339	391	364	358	405	394
18106	3758	46	72	74	73	92	48
18107	1838	1673	1859	1954	1854	1516	1920
18108	1877	282	290	293	188	213	207
18109	2596	526	477	462	420	600	566
18111	1213	10	6	9	9	17	9
18113	954	0	0	0	0	0	0
18114	2008	3899	4346	4292	3670	3579	3823
18115	3526	2745	2839	2352	2688	2217	2639
18117	4933	1103	1031	1051	838	750	784
18119	2094	0	0	0	0	0	1
18120	1722	1160	1078	1043	1228	1133	1173
18121	1922	0	0	0	0	0	0
18124	1884	0	0	0	1	2	1
18125	4388	0	0	0	0	0	0
18126	3990	1	0	0	0	0	0
18127	4123	0	0	0	0	0	0
18128	9489	1608	1780	1745	2179	2310	2026
18129	10506	131	155	242	221	129	221
18130	4998	970	961	859	933	880	995
18131	7943	253	196	214	122	201	101
18132	6604	12	8	16	12	18	9
18133	2366	5	5	8	11	4	26
18139	6470	2830	2900	2708	3124	3021	3301
18140	3651	18746	21325	22348	9448	9649	9584
18141	4749	2977	2989	2763	2361	1983	2470
18142	2091	10	14	18	19	16	18
18143	4180	0	0	0	0	0	0
18145	5209	427	501	487	568	636	573
18146	1473	1	0	1	0	1	0
18148	1259	3084	3626	3432	1966	2088	2833
18150	860	458	385	368	256	266	301
18155	1894	0	0	0	0	0	0
18158	780	0	0	0	0	0	0
18159	1043	0	0	0	0	0	0
18160	4065	1	1	1	4	2	2
18162	6927	11	7	6	4	4	4
18163	5947	0	0	0	0	0	0
18164	5284	0	0	0	0	0	0
18166	3007	0	0	0	0	0	0
18167	3361	0	0	0	0	0	0
18168	2314	0	0	0	0	0	0
18169	2567	0	0	0	0	0	0
18171	2527	0	0	0	0	0	0
18173	2304	5	2	3	12	12	5
18174	5637	425	298	275	739	352	445
18175	5499	0	1	2	2	0	1
18176	4470	2797	3001	2894	2652	2308	2739
18181	5342	1608	1707	1621	1311	1192	1420
18183	4036	0	0	0	0	0	0
18185	2468	0	0	0	0	0	0
18186	5921	5	4	1	11	4	5
18187	8122	1	0	0	0	2	2
18188	1023	0	0	0	0	0	0
18189	9040	887	901	673	854	1052	920
18190	5638	16	5	21	15	7	12
18191	6518	0	0	0	0	0	0
18193	12784	3991	4259	3947	4926	5632	5085
18194	2218	276	280	315	226	235	258
18195	3766	1160	1248	1295	1170	923	1138
18196	2140	22	14	19	20	20	31
18197	2243	5	6	9	25	9	24
18198	3659	0	0	0	0	0	0
18201	3507	1546	1619	1625	1819	1895	2023
18203	1148	728	673	680	812	683	791
18205	1548	0	0	0	0	0	0
18207	1080	82	71	85	64	53	52
18208	5738	6	2	3	6	8	10
18209	4911	0	0	0	0	0	0
18211	2588	0	0	0	0	0	0
18212	9880	0	0	0	0	0	0
18213	5171	0	1	0	0	0	0
18214	8290	4	0	2	1	3	4
18216	3916	0	0	0	0	0	0
18217	1547	0	0	0	0	0	0
18218	2452	0	0	0	1	0	0
18220	2639	1447	1706	1563	1951	1791	2131
18221	1347	1938	2117	2164	1271	1203	1431
18222	1962	246	287	313	337	351	345
18223	2733	60	51	56	42	45	35
18226	2385	2928	3512	3428	1669	1600	1842
18227	3347	3	11	3	0	2	0
18230	2728	282	299	303	201	154	142
18231	1783	0	0	0	0	0	0
18232	2579	0	0	0	0	0	0
18241	1651	0	0	0	0	0	0
18242	2155	1808	1919	2198	1609	1152	1624
18245	1074	5763	5396	5566	5323	4922	5360
18247	1843	711	727	650	788	767	862
18249	757	0	0	0	0	0	0
18256	1747	0	1	0	0	0	0
18260	3192	0	0	0	0	0	0
18261	728	0	0	0	1	0	0
18263	2547	2436	2567	2684	1352	1139	1405
18285	1105	0	0	1	0	0	0
18286	4459	2189	2858	2745	2038	1868	2036
18291	1893	0	0	1	0	0	0
18292	1285	1	0	0	0	0	1
18293	6614	3573	4274	4275	3958	3683	3856
18294	1545	212	221	245	145	148	152
18295	2540	5	1	0	1	0	0
18300	1251	0	0	0	0	0	0
18301	1377	397	526	591	336	416	395
18302	2716	0	0	0	0	0	0
18307	936	0	0	0	0	0	0
18310	933	0	0	0	0	0	0
18312	939	0	0	0	0	0	0
18313	1050	0	0	0	0	0	0
18314	948	0	0	0	0	0	0
18315	1156	0	0	0	0	0	0
18316	930	0	0	0	0	0	0
18317	1250	0	0	0	0	0	0
18321	978	0	0	0	0	0	0
18322	942	0	0	0	0	0	0
18323	1068	0	0	0	0	0	0
18324	931	0	0	0	0	0	0
18328	942	0	0	0	0	0	0
18329	1066	0	0	0	0	0	0
18330	954	0	0	0	0	0	0
18331	927	0	0	0	0	0	0
18332	957	0	0	0	0	0	0
18341	954	0	0	0	0	0	0
18343	1071	0	0	0	0	0	0
18344	936	0	0	0	0	0	0
18345	957	0	0	0	0	0	0
18346	966	0	0	0	0	0	0
18347	906	0	0	0	0	0	0
18348	1030	0	0	0	0	0	0
18349	939	0	0	0	0	0	0
18350	939	0	0	0	0	0	0
18351	924	0	0	0	0	0	0
18352	960	0	0	0	0	0	0
18354	942	0	0	0	0	0	0
18356	1930	9	14	2	4	9	8
18357	1080	0	0	0	0	0	0
18358	1185	0	0	0	0	0	0
18359	1328	0	0	0	0	0	0
18361	936	0	0	0	0	0	0
18362	936	0	0	0	0	0	0
18363	948	0	0	0	0	0	0
18365	1106	0	0	0	0	0	0
18366	1662	0	0	0	0	0	0
18367	936	0	0	0	0	0	0
18368	1242	0	0	0	0	0	0
18369	948	0	0	0	0	0	0
18370	1357	0	0	0	0	0	0
18372	933	0	0	0	0	0	0
18373	939	0	0	0	0	0	0
18377	2226	1	6	1	1	4	1
18378	2089	41	32	21	38	44	38
18379	1332	0	0	0	0	0	0
18383	2818	0	0	0	0	0	0
18386	4021	0	0	0	0	0	0
18387	1410	0	0	0	0	0	0
18389	2958	0	0	1	1	2	0
18390	2639	9	7	18	17	16	10
18391	1591	261	239	292	196	187	226
18392	3014	345	390	337	144	176	213
18393	3371	1444	1544	1436	960	1041	1230
18399	4026	0	0	0	0	0	0
18400	1629	0	0	0	0	0	1
18405	768	6	5	10	22	14	13
18406	774	50	45	41	113	76	102
18407	773	2	3	5	7	6	7
18408	3455	543	523	432	840	560	711
18412	2000	1895	1799	2001	3021	2877	3009
18413	1907	111	106	95	179	163	192
18414	4835	0	0	0	0	0	0
18415	3558	467	549	467	340	398	471
18416	2265	0	0	0	0	0	0
18417	1793	0	0	1	0	0	0
18419	10043	0	0	0	0	0	0
18420	1182	0	0	0	0	0	0
18422	2028	0	0	0	0	0	0
18423	2825	0	0	0	0	0	0
18424	1737	0	0	0	0	0	0
18426	2900	5	6	7	15	13	7
18429	471	0	0	0	1	0	0
18430	4568	0	0	1	0	0	1
18431	3120	0	0	0	0	0	0
18432	4117	7066	7998	8327	3870	4267	4746
18436	2441	9	10	7	10	11	5
18438	1995	54	33	27	131	91	104
18439	5395	1	1	2	8	1	6
18440	2346	0	0	0	0	0	0
18441	3886	1	0	0	3	0	0
18442	3000	1	0	0	2	0	0
18451	4043	419	234	276	237	456	496
18452	2344	0	0	0	0	0	0
18453	2538	2458	2841	2809	2423	2375	2675
18457	3494	643	667	603	736	756	741
18458	2820	19622	23707	22165	17039	18891	20625
18459	2586	0	0	0	0	0	0
18472	5516	4137	4024	3888	4772	4380	5074
18475	4241	1948	2144	1997	1727	1541	1848
18476	870	3257	2307	2345	4521	2749	3498
18477	1417	3660	3351	3396	2711	2146	3497
18478	2143	0	0	0	0	0	0
18479	3061	3	3	2	11	6	8
18481	2142	0	0	0	0	0	0
18483	2651	2721	2835	2662	2895	1991	2143
18484	4103	6	11	9	14	10	10
18488	5183	0	0	0	0	0	0
18489	759	0	0	0	0	0	0
18491	11027	1	0	0	0	0	0
18503	2639	0	0	0	0	0	0
18504	1251	0	0	0	0	0	0
18505	3868	0	0	0	0	0	0
18506	1357	0	0	0	0	0	0
18507	1208	2200	1393	1547	3452	4039	3601
18508	2550	1	0	0	0	1	0
18509	4275	0	3	3	28	15	14
